number,title,link,source_id,published_at,state,transcript_source,discovered_at
84,LNP084 Zielpersonenspezifische Ausleitung,https://logbuch-netzpolitik.de/lnp084-zielpersonenspezifische-ausleitung,852,2013-11-07T12:50:18+01:00,done,podlove,2026-06-14T00:32:53+00:00
85,LNP085 Tatmittel Internet,https://logbuch-netzpolitik.de/lnp085-tatmittel-internet,861,2013-11-15T16:01:46+01:00,done,podlove,2026-06-14T00:32:53+00:00
86,LNP086 Wir müssen Apple opfern,https://logbuch-netzpolitik.de/lnp086-wir-muessen-apple-opfern,870,2013-11-21T13:15:17+01:00,done,podlove,2026-06-14T00:32:53+00:00
87,LNP087 Kusselkopf,https://logbuch-netzpolitik.de/lnp087-kusselkopf,880,2013-11-28T16:13:17+01:00,done,podlove,2026-06-14T00:32:53+00:00
88,LNP088 Schamoffensive,https://logbuch-netzpolitik.de/lnp088-schamoffensive,889,2013-12-10T11:02:53+01:00,done,podlove,2026-06-14T00:32:53+00:00
89,LNP089 Botschaft bedeutet Botschaft,https://logbuch-netzpolitik.de/lnp089-botschaft-bedeutet-botschaft,919,2014-01-10T18:47:55+01:00,done,podlove,2026-06-14T00:32:53+00:00
90,LNP090 Vorratsdatenspeicherungssprachregelung,https://logbuch-netzpolitik.de/lnp090-vorratsdatenspeicherungssprachregelung,928,2014-01-22T17:26:54+01:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
91,LNP091 Huxleying into the full Orwell,https://logbuch-netzpolitik.de/lnp091-huxleying-into-the-full-orwell,937,2014-01-31T22:48:48+01:00,done,podlove,2026-06-14T00:32:53+00:00
92,LNP092 Noch Fiction,https://logbuch-netzpolitik.de/lnp092-noch-fiction,947,2014-02-10T16:19:38+01:00,done,podlove,2026-06-14T00:32:53+00:00
93,LNP093 Ninjakostüme bereithalten,https://logbuch-netzpolitik.de/lnp093-ninjakostueme-bereithalten,956,2014-02-20T16:24:33+01:00,done,podlove,2026-06-14T00:32:53+00:00
94,LNP094 Internet Zero,https://logbuch-netzpolitik.de/lnp094-internet-zero,966,2014-02-28T20:19:43+01:00,done,podlove,2026-06-14T00:32:53+00:00
95,LNP095 Unerwünschte Nacktheit,https://logbuch-netzpolitik.de/lnp095-unerwuenschte-nacktheit,973,2014-03-05T13:04:48+01:00,done,podlove,2026-06-14T00:32:53+00:00
96,LNP096 Bin ich schon drin?,https://logbuch-netzpolitik.de/lnp096-bin-ich-schon-drin,975,2014-03-19T12:49:53+01:00,done,podlove,2026-06-14T00:32:53+00:00
97,LNP097 Garantiert nippelfrei,https://logbuch-netzpolitik.de/lnp097-garantiert-nippelfrei,989,2014-03-27T12:50:52+01:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
98,LNP098 Tag der Deutschen Sicherheit,https://logbuch-netzpolitik.de/lnp098-tag-der-deutschen-sicherheit,994,2014-04-04T13:09:22+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
99,LNP099 Sonst Punkt Punkt Punkt,https://logbuch-netzpolitik.de/lnp099-sonst-punkt-punkt-punkt,997,2014-04-14T17:04:11+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
100,LNP100 Gehört schon zum Establishment,https://logbuch-netzpolitik.de/lnp100-gehoert-schon-zum-establishment,1013,2014-04-25T16:29:14+02:00,done,podlove,2026-06-14T00:32:53+00:00
101,LNP101 Christophorus-Plakette für E-Mail,https://logbuch-netzpolitik.de/lnp101-christophorus-plakette-fuer-e-mail,1015,2014-05-01T12:24:26+02:00,no_transcript,podlove,2026-06-14T00:32:53+00:00
102,LNP102 Nur wenige Admins haben Zugriff,https://logbuch-netzpolitik.de/lnp102-nur-wenige-admins-haben-zugriff,1025,2014-05-18T00:35:08+02:00,done,podlove,2026-06-14T00:32:53+00:00
103,LNP103 Tanz um die heiße Kartoffel,https://logbuch-netzpolitik.de/lnp103-tanz-um-die-heisse-kartoffel,1055,2014-05-29T01:24:49+02:00,done,podlove,2026-06-14T00:32:53+00:00
104,LNP104 Sekundäre Darlegungslast,https://logbuch-netzpolitik.de/lnp104-sekundaere-darlegungslast,1062,2014-06-10T00:04:59+02:00,done,podlove,2026-06-14T00:32:53+00:00
105,LNP105 Seniorenheim und Orgelbau,https://logbuch-netzpolitik.de/lnp105-seniorenheim-und-orgelbau,1083,2014-06-19T23:04:51+02:00,done,podlove,2026-06-14T00:32:53+00:00
106,LNP106 Irgendwas mit Datenschutz,https://logbuch-netzpolitik.de/lnp106-irgendwas-mit-datenschutz,1091,2014-06-26T12:19:34+02:00,done,podlove,2026-06-14T00:32:53+00:00
