word,is_stop,264,265,266,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293
action,False,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
actionfilm,False,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
ad,False,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,
ada,False,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
adad,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
adapter,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
adapterch,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
adblocker,False,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
additional,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
address,False,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
adelig,False,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
adelsschlag,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
adelt,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
adgast,False,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
adine,False,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
adio,False,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
adiposita,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
admin,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
administrator,False,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
administratore,False,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
administratoren,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
administratorin,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
administrieren,False,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
admins,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
adoptieren,False,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
adresse,False,,,1.0,,,,,,,,,,,,4.0,,2.0,,,2.0,,,,,,,,
adressieren,False,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
adressiern,False,,,,,,,1.0,,,,,,1.0,,,,,,,,12.0,,,,,,,
adressknappheit,False,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
ads,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
adventszeit,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
advisor,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
adäquat,False,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
aes,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
afd,False,,,,,,,1.0,,,,,,,7.0,2.0,,,5.0,7.0,,4.0,,,1.0,,1.0,,
afdler,False,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
affiliation,False,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
affront,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
affäre,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
afghanistan,False,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
africa,False,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
afrika,False,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
afrikanisch,False,,,,,,,,,,,,1.0,,,,,,,,,,16.0,,,,,,1.0
ag,True,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
agbs,False,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
age,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
agenda,False,,,,,,,3.0,,,,,,,1.0,,,,2.0,1.0,,2.0,,1.0,,2.0,2.0,,
